CompanyName,Phone,Address,City,PostalCode,CompanyType,Comments
Bruce Schoenne,250-490-6770,,,,2,
Brydon Projects (The Terraces 3) Ltd.,604-617-5827,15288 54A Avenue,Surrey BC,,2,
Brett Sichello Design,250-448-4307,251 Lawrence Avenue,Kelowna BC,V1Y6L2,2,
BSHS Enterprises (Canada) Co. Ltd,604-521-1882,1550 Hartley Avenue,Coquitlam BC,V3K7A1,2,
B Squared Architecture Inc.,604-714-1633,402 West Pender Street,Vancouver BC,V6B1T6,1,
BT Parkview Homes Ltd.,,,,,2,
BTY Group,,,,,2,
Bucci Developments Ltd.,,,,,2,
Bucci Developments,604-688-7011,1669 W 3rd Avenue,Vancouver BC,V6J1K1,2,
Bud Eaton,,1833 Renfrew Street,,,2,
Built Prefab,,,,,2,
Buildex Construction Management Ltd.,604-838-1253,22687 Kendrick Loop,Maple Ridge BC,V2X8Y9,2,
Bulldog Construction,604-925-9988,,,,2,
Bullet Enterprises Ltd.,,1674 West 75th Avenue,Vancouver BC,V6P6G2,2,
Bull Run Capital,,901 W 3rd Street,North Vancouver (City) BC,V7P3P9,2,
Bull Run Capital c/o Douglas Johnson Architects,,904 W. 3rd Street,North Vancouver (City) BC,V7P3P9,2,
Bumen Architecture and Code Consulting,604-730-8969,1037 West Broadway,Vancouver BC,,1,
Bunting Coady Architects,604-685-9913,1132 Alberni Street,Vancouver BC,V6E1A5,1,
Burrard International Ltd.,604-681-8700,1030 West Georgia Street,Vancouver BC,V6E 2Y3,2,
Burgers Architecture Inc,604-926-6058,657 Marine Drive,West Vancouver BC,V7T1A4,1,
Burke Mountain II Lp,604-694-8800,1055 W Georgia Street,Vancouver BC,V6E3P3,2,
Burnaby City Hall,,6161 Deer Lake Ave,Burnaby BC,V5G1M2,2,
Buro47 Architecture Inc.,604-943-1213,4777 Delta Street,Delta BC,V4K1V7,1,
Burrard Group,,1030 West Georgia Street,Vancouver BC,V6E2Y3,2,
Burrard Roofing & Draining Inc.,604-986-1812,,,,0,
BHA Architecture Inc.,604-730-8100,1628 West 1st Avenue,Vancouver BC,V6J1G1,1,
Busby Perkins + Will,604-684-5446,1220 Homer St,Vancouver BC,V6B2Y5,1,
The BWD Group,,2605 Bridge Street,Victoria BC,,2,
BYNETT Construction Services Ltd.,604-540-6066,1301 Ketch Court,Coquitlam BC,V3K6X7,0,
Bypass Properties Ltd.,604-535-1012,1688 152nd St,Surrey BC,V4A4N2,2,address change Dec 1/06
Byron Wright,604-274-2474,,,,2,
Byrne Creek Developments Ltd.,,319 West Pender Street,New Westminster BC,V6B 1T4,2,
By the Bay Home Development Ltd.,604-325-3030,1155 West Pender Street,Vancouver BC,V6E2P4,2,
Caan Developments Ltd.,,13 Shoreline Circle,Port Moody BC,V3H 4T9,2,
Cadlab Design and Development Inc.,604-618-3223,,,,1,
Caerus Construction Limited,,,Gibsons BC,V0N1V0,2,
Caliber Projects,604-807-1888,6360 202 Street,Langley BC,V2Y1N2,2,
Camargue Properties Inc.,,,,,2,
Camargo Design and Managament Group Inc.,604-727-5162,6110 Oak Street,Vancouver BC,V6M2W2,2,
Cambie Malone's Group,,525 Seymour Street,Vancouver BC,V6B3H7,2,
Cambridge Ventures Ltd.,,595 Howe Street,Vancouver BC,V6C2T5,2,
Cam Frank Construction Ltd.,,,,,2,
Campbell Development Corp.,604-732-7651,1665 West Broadway,Vancouver BC,V6S1Y1,2,
Campbell River Horizon Limited Partnership,,,,,2,
Campbell Strata Management Ltd.,,2777 Gladwin Road,Abbotsford BC,V2T4V1,2,
Campus Crusade for Christ Canada,604-514-2000,20385 64th Avenue,Langley BC,V2Y1N5,0,
Camphora engineering,604-800-9822,2479 Kingsway,Vancouver BC,V5R5G8,1,
Camp Luther c/o Keystone Architecture & Planning Ltd.,,,,,2,
Camp Luther,,,,,2,
Campus Planning,250-807-9647,1138 Alumni Avenue,Kelowna BC,V1V1V7,2,
Camargue Properties Inc.,,,,,2,
Cambie Street Management Corp.,,1778 West 2nd Avenue,Vancouver BC,V6J1H6,2,
Camy Properties Ltd.,,8168 Granville Street,Vancouver BC,V6P4Z4,2,
Cana Management,604-524-8524,628 Carnarvon Street,New Westminster BC,V3M1E5,3,
Canam Canada,,,,,2,
Canarch Design Ltd.,604-298-1222,4946 Canada Way,Burnaby BC,V5G4H7,2,
Canbrit Developments (New Westminster) Ltd.,604-790-2432,44 East 11th Avenue,Vancouver BC,V5T2B8,2,
Candel Custom Homes Ltd.,,,,,2,
Canera Homes Inc C/O Norman Homes Inc.,250-658-9414,,Victoria BC,V8X5K2,0,
Canada Gold Alliance Spacious Construction Corp.,778-896-8116,13091 Vanier Place,Richmond BC,V6V2J1,2,
Canon Design,604-688-5710,1500 West Georgia Street,Vancouver BC,V6G2Z6,1,
Canova Homes Ltd.,604-299-7708,5550 Hastings St,Burnaby BC,V5B1R3,2,07-26-07 SW
CanRan Construction Ltd,,,,,2,
Canstar Restorations,,1605 Industrial Avenue,Port Coquitlam BC,V3C6M9,2,
Cantera Management Group Ltd.,604-888-1717,7684 232nd Street,Langley BC,V1M3R9,2,
Canadian Uni-Pop Karaoke & Lounge,,6755 Graybar Rd,Richmond BC,V6W1H3,2,
0,,,,,0,
3787 Canada Way Development,,5608 Chaffey Avenue,Burnaby BC,V5H2S3,2,
Canway Management Systems Inc.,,2693 Main Street,Vancouver BC,V5T3E7,2,
Canwest Design Group,250-763-7427,2000 Spall Road,Kelowna BC,V1Y9P6,1,
Canada West Developments,,,,,1,
Canyonwood Developments Ltd.,604-724-3000,5807 Sperling Avenue,Burnaby BC,V5E2T6,2,
Canzea Developments,,1350 Kinross Place,Kamloops BC,V1S0B8,2,
Cape Construction (2001) Ltd.,604-278-0912,68 East 2nd Avenue,Vancouver BC,V5T1B1,2,
Cape Group Management Ltd.,604-278-0912,5960 No. 6 Road,Richmond BC,V6V1Z1,2,
Capilano Golf and Country Club,,420 Southborough Drive,West Vancouver BC,,2,
Capstone Living,,8600 Cambie Road,Richmond BC,V6X4J9,2,
1067687 BC Ltd.,604-765-3187,14103 71 Avenue,Surrey BC,V3W2K8,2,
Capital West Homes,604-275-8118,1190 Hammersmith Way,Richmond BC,V7A 5C9,2,
Cardan Enterprises Ltd.,,,,,2,
Cardel Resorts Inc.,403-258-1511,10820 24 St SE,Calgary AB,T2Z4C9,2,address chgd 07.08.08
CareAge Home and Health Inc.,,289 Alexander Street,Vancouver BC,,2,
Cardan Enterprises Ltd.,250-861-8823,1980 Cooper Road,Kelowna BC,V1W8K5,2,
Care Pacific (The Gardens at Villa Royale) Inc.,604-676-1418,,,,2,
Carraro Holdings Ltd.,604-880-2626,1601 Dublin Street,New Westminster BC,V3M 2Z7,2,
Carrera Management Corporation,604-453-4834,375 Water Street,Vancouver BC,V6B5C6,2,
Carscadden Stokes McDonald Architects Inc.,,715 East Hastings,Vancouver BC,V6A1R3,2,
Carscadden Stokes McDonald Architects Inc.,,715 East Hastings Street,Vancouver BC,V6A1R3,1,
Carvo Development Corp.,,1030 West Georgia Street,Vancouver BC,V6E2Y3,0,
Casa Mia Projects Ltd.,604-649-7856,,,,2,
Casa Villa,,,,,2,
Cascade Residence Inc.,,1460 Pandosy Street,Kelowna BC,V1Y1P3,2,
Cascadia Green Development,604-926-4039,1766 Duchess Avenue,West Vancouver BC,V7V 1P9,2,
Cascadia Green Development (1309708 BC Ltd.),604-260-1056,252 Espanade West,North Vancouver (City) BC,V7M0E0,2,
Cascadia Green Development,604-260-1056,252 Esplanade West,North Vancouver (City) BC,V7M0E9,2,
Cascia Developments,604-338-4656,3571 Barmond Ave,Richmond BC,V7E1A4,2,
Casia Developments,,110 Carleton Street,Edmonton AB,,2,
Castle Management Ltd.,604-279-1888,5900 No. 3 Road,Richmond BC,V6X3P7,2,
Castle Sheet Metal,250-883-1747,961 Dumford Avenue,Victoria BC,V9B2S4,3,
Cass Parel Design / Custom Homes,604-531-2224,15327 28th Ave,Surrey BC,V4P1G3,1,
Castera Properties,,772 Bay Street,Victoria BC,V8T5E4,2,
Castlehill Homes Carvolth,604-719-4858,13049 76th Avenue,Surrey BC,V3W2V7,2,
Catalyst Community Developments Society,,450 Carrall Street,Vancouver BC,V6B6E3,2,
Cavendish Homes,,,,,2,
CBA Architecture Corp.,250-490-8668,207 Main Street,Penticton BC,V2A 5B1,1,
C-Best Construction Ltd.,,4914 Victoria Drive,Vancouver BC,,2,
CCFJ Enterprises Co. Ltd.,604-526-2298,1550 Hartley Avenue,Coquitlam BC,V3K7A1,2,
CDA Architects (Chris Dikeakos),604-291-2660,1635 W Broadway,Vancouver BC,V6J1W9,1,
CDA Architects Inc.,604-291-2660,3989 Henning Drive.,Burnaby BC,V5C6N5,0,
CDC Construction Ltd.,604-873-6656,16 West 4th Avenue,Vancouver BC,V5Y1G3,2,
CRC Developments Ltd. Kelwona,250-860-9000,4390 Gallagher's Drive East,Kelowna BC,V1W3Z8,2,
Charnjit Dhadda,604-783-6945,,,,2,
CDR Landmark Holding Inc.,,,,,0,
CDS Research,,650 Georgia Street West,Vancouver BC,V6B4N9,2,
Cedarbrook Chateau Development Corp.,604-688-1326,100 west Pender Street,Vancouver BC,V6B 1R8,2,
Cedar Park Church,,5300 44th Ave,Delta BC,V4K1C7,0,
Cedar Development (Royal Bay) Ltd.,604-408-8864,161 Keefer Street,Vancouver BC,V6A 1X3,2,
Cedric Burgers Developments,604-926-6058,657 Marine Dr,West Vancouver BC,V7T1A4,2,
Ceetu West 52nd Avenue LP,,1188 West Georgia Street,Vancouver BC,V6E4A2,2,
HDR CEI Architecture Associates Inc.,604-687-1898,1500 West Georgia Street,Vancouver BC,V6G2Z6,1,"Kelowna: 1531 Fairview Rd., Penticton, BC  V2A 6A6"
CEI Architecture,604-687-1898,1500 West Georgia Street,Vancouver BC,V6G2Z6,1,
CEI Architecture,250-388-5588,655 Tyee Road,Victoria BC,V9A6X5,2,
Censorio Pacific (Hastings & Madison) LP,604-662-8009,4723 Hastings Street,Burnaby BC,V5C2K8,2,fax was returned
Centex Projects Ltd.,,13049 76 Avenue,Surrey BC,V3W2V7,2,address on 76th Avenue is effective Jan 2011
Central City Homes,250-860-2351,,,,0,
Central City Brewers & Distillers,,11411 Bridgeview Drive,Surrey BC,,2,
Centred Developments & Construction,778-823-3455,,,,2,
Centro Properties Ltd.,604-241-1422,6791 Elmbridge Way,Richmond BC,V7C4N1,2,
Century Group Lands Corporation,604-943-2203,13450 102 Avenue,Surrey BC,V3T5X3,2,
Centurion Property Group,,2639 Viking Way,Richmond BC,V6V3B7,2,
Century Group,604-943-2203,,,,2,
Century 21 Coastal Realty Ltd.,604-943-2203,11 Eighth St,New Westminster BC,V3M3N7,2,
Century 21 Prudential Estates (RMD) Ltd.,604-278-2121,7320 Westminster Hwy,Richmond BC,V6X1A1,2,
CFP Hotels Ltd.,,545 Highway 10 East,,T0J0Y0,2,
Fraser Point Crossing Ltd. C/O CF Projects Inc.,604-888-6672,,,,2,
CFT Engineering Inc.,604-684-2384,1901 Rosser Avenue,Burnaby BC,V5C6R6,0,Address on Rosser effective Feb 25 2011
Charles Moorhead Architect,604-688-9438,,,,1,
Chamberlain Architect Services Ltd.,905-631-7777,5096 South Service Road,,L7L5H4,1,
Chandler Associates Architecture,604-687-3390,355 Burrard Street,Vancouver BC,V6C2G8,1,Address effective Jan 2 2007
Chandler Katsura Developments Inc.,604-692-0111,601 W Cordova Street,Vancouver BC,V6B1G1,2,address change July 06
Chandos Construction Ltd.,,,,,2,
Channel Ridge Properties Ltd,604-524-5229,5439 Buckingham Avenue,Burnaby BC,V5E1Z9,2,
Chao Yin Canada Group Inc.,236-868-9015,5577 Royal Oak Avenue,Burnaby BC,V5H3N2,2,
Chard Development Ltd.,604-558-7855,509 Richards Street,Vancouver BC,V6B2Z6,2,
CHARTWELL Seniors Housing REIT,604-648-2273,220 Cambie Street,Vancouver BC,V6B2M9,0,
Chase Valley Group,,365 Van Horne Street,Penticton BC,V2A8S4,2,
Chatham 3591 Investments Inc.,,6240 Maple Road,Richmond BC,V7E1G5,0,
CH (East Georgia) Limited Partnership c/o JTA Development Consultants,,111 West Broadway,Vancouver BC,V5Y1P4,2,
Chercover Massie & Assocates Ltd.,604-264-1450,1200 West 73rd Ave,Vancouver BC,,2,
Chen Chen Xi Development Ltd.,,5119 Garden City Road,Richmond BC,V6X4H8,2,
Chen Design Studio,604-275-8882,11181 Voyageur Way,Richmond BC,V6X3N9,1,
Chernoff Thompson Architects,604-669-9460,1075 West Georgia Street,Vancouver BC,V6E3C9,1,
Cherry Hill Estates Ltd.,,1216 Lavinia Lane,Victoria BC,V8X5M5,2,
Andrew Cheung Architects Inc.,604-685-2088,1639 West 2nd Avenue,Vancouver BC,V6J1H3,1,address on West 2nd effective June 2009
Chilton Layne Developments Ltd.,,33119 S Fraser Way,Abbotsford BC,V2S2B1,2,
Chip Barret Architect & D.Force Design Inc.,604-607-5655,15055 20 Avenue,Surrey BC,V4A9X8,1,
Chip Barrett Architect,604-536-1272,15055 20th Avenue,Surrey BC,V4A9X8,1,
Chislon (Cambie) Development Corp (1048339 BC Ltd),778-840-8186,837 West Hastings Street,Vancouver BC,V6C3N7,2,
Choice Properties,,,,,2,
Chow Low Hammon Architects Inc.,,1551 Broadmead Avenue,Victoria BC,V8P2V1,1,
CHP (Habitat) Limited Partnership,,33 East 8th Avenue,Vancouver BC,V5T1R5,2,
Craven Huston Powers Architects,604-793-9445,9355 Young Road,Chilliwack BC,V2P4S3,1,
CHP Architects (formerly Points West Architecture),604-864-8555,2190 West Railway Street,Abbotsford BC,V2S2E2,1,
Chris Boris,,,,,2,
Chris Beck,780-430-9349,,,,2,
Christine Ross Architect,250-223-8080,11506 Highway 3A,,V0B1A2,1,
Chris Richards,,,,,2,
Christine Yang,,,,,2,
Chung's Group,,,,,2,
Chunghwa Investment,604-688-7399,570 Granville Street,Vancouver BC,V6C3P1,2,
Church of God,,45814 Lewis Avenue,Chilliwack BC,,2,
The Church in Surrey,604-617-2088,9630 131A Street,Surrey BC,V3T3R3,2,
Churchill Investments,,270 Marine Drive,Vancouver BC,V5X2S6,2,
Chysik Project Management,604-538-4625,15095 Royal Avenue,White Rock BC,V4B1M1,2,
Ciccozzi Architecture Inc.,604-687-4741,1095 West Pender Street,Vancouver BC,V6E2M6,1,
The Circadian Group,604-357-3712,1314 Ketch Court,Coquitlam BC,V3K6W1,2,
The Circadian Group,604-357-3712,1312 Ketch Court,Coquitlam BC,V3K6W1,2,
Circadian (Rochester) Development Ltd.,604-357-3172,1312 Ketch Court,Coquitlam BC,V3K6W1,2,
Citrine Duke Place Homes LP,778-952-1109,550 West Broadway,Vancouver BC,V6L1X3,2,
Citimark Development Corp.,604-273-1221,13353 Commerce Parkway,Richmond BC,V6V3A1,2,
City of Langley,,,,,2,
City Metro Properties Ltd.,250-589-0190,1026 Fort Street,Victoria BC,V8V3K4,3,
City of Nelson,250-352-8253,310 Ward Street,Nelson BC,V1L5S4,2,
City of New Westminster,604-515-3781,511 Royal Avenue,New Westminster BC,V3L1H9,2,
City of Port Coquitlam,604-927-5411,2580 Shaughnessy Street,Port Coquitlam BC,V3C2A8,3,
City of Richmond,604-276-4000,6911 No. 3 Road,Richmond BC,V6Y2C1,3,
Citrine Homes,778-952-1109,2916 West Broadway,Vancouver BC,V5Z0E9,2,
Citta Construction Ltd.,250-544-1737,1763 Sean Heights,Saanich BC,V8M0A5,2,
CitiWest Consulting Ltd.,,9030 King George Boulevard,Surrey BC,V3V7Y3,2,
Citybase Management Ltd.,604-708-8998,1200 West 73rd Ave,Vancouver BC,V6P6G5,2,
City of Burnaby,604-294-7147,4949 Canada Way,Burnaby BC,V5G1M2,3,Building Department
City of Kelowna - Infastructure Planning,250-469-8563,1435 Water Street,Kelowna BC,V1Y1J4,2,
CitySpaces Consulting Ltd.,604-687-2281,,,,2,
City Spaces Consulting Ltd.,604-687-2281,1111 West Hastings Street,Vancouver BC,V6E2J3,2,ext. 233
Citystate.ca,604-793-9445,2419 Clarke Street,Port Moody BC,V3H1Z2,2,
C.J. Development,,1127 Stayte Road,White Rock BC,,2,
Claimspro Inc.,,2760 Trethewey Street,Abbotsford BC,V2T8R1,2,
Clara Vista Homes Ltd.,604-725-8583,5608 Chaffey Street,Burnaby BC,V5H 2S3,2,other fax 438-1227
Clarendon Court,,2145 West 48th Avenue,Vancouver BC,V6M 2P6,2,Baptist Housing Society
John Clark Architect,604-235-2300,,,,1,
Clark Hamilton Ent. Ltd.,604-885-2901,7311 Beau Road,Sechelt BC,V0N 3A8,2,
Class 1 Construction Inc.,,,,,2,
Claude Choiselat,,11925 80th Avenue,Delta BC,V4C1Y1,2,
Clay Construction Inc.,,26055 5A Avenue,Langley BC,V4W2K6,2,
Clayton Heights Care Holdings Ltd. c/o Peak Construction Management Ltd.,604-531-6998,2430 King George Highway,Surrey BC,V4P1H5,2,
Clayton Horizons Ltd.,604-562-9293,,Surrey BC,V3R2J2,2,
Clayton Heights Care Holdings Ltd.,,4435 Grange St,Burnaby BC,V5H1P4,2,
ClearWater Development Group,,,,,2,
Clearwest Homes,604-597-5612,7479 McCallan Road,Richmond BC,V7C2H6,2,address on McCallan Road effective Nov 25 2011
Cliff Curtis,,,,,2,
Clifford Campbell c/o TCS,250-656-6883,1460 Munro Rd.,Sidney BC,V8L5T1,2,
CM Bay Properties,,,,,2,
Canada Mortgage and Housing Corp.,,1111 West Georgia Street,Vancouver BC,V6E4S4,2,
CML Properties,250-372-1232,180 Seymour Street,Kamloops BC,V2C2E2,2,
CMP Construction,,8168 Granville Street,Vancouver BC,V6P4Z4,2,
CMP Construction,,8168 Granville Street,Vancouver BC,V6P4Z4,2,
CMTC Architect Inc.,604-563-2682,3440 East Georgia Street,Vancouver BC,V5K2L7,1,
Chris Newman Contracting Ltd.,,,,,2,
CNW Millenium,,3268 Adanac Street,Vancouver BC,V5K 2P1,2,c/o Ms. Cally Mok
Coast Architectural Group Kamloops,250-374-1112,436 Lorne Street,Kamloops BC,V2C1W3,1,
Coast Architectural Group Kelowna,250-762-6984,2622 Pandosy Street,Kelowna BC,V1Y1V6,1,
Coast Mountain Bus Company,,13401 108 Ave,Surrey BC,V3T5T4,2,
Coast Construction,,PO Box 1389,Whistler BC,V0N1B0,2,
Coast Claims Insurance Services,,1210 Battle Street,Kamloops BC,V2C2N6,2,
Coast Island Properies,,,,,2,
Coast Architectural Group,604-608-0161,1690 West 2nd Avenue,Vancouver BC,V6J1H3,1,
Coco Properties Partnership and Tiara Investments Inc. c/o,,1199 West Hastings Street,Vancouver BC,V6E3T5,2,
Cogent Contracting Inc.,604-970-1899,106 Mundy Street,Coquitlam BC,V3K5L8,2,
Cohousing Development Consulting,604-570-0742,4272 Albert Street,Burnaby BC,V5C2E8,2,
Coil Industries Ltd.,,14332 29A Avenue,White Rock BC,V4P 2H6,2,
Columbia Bible College c/o,,33119 South Fraser Way,Abbotsford BC,V2S2B1,2,billing c/o this address 05.16.11
Coldstream Meadows - Retirement Community,250-542-5661,9104 Mackie Drive,,V1B1G9,2,
Coldwell Banker Universe,,,,,2,
Cole Siemens,604-910-1272,,,,2,
Columbia Eagle Resort,780-440-1056,8945 Strathlearn Drive,Edmonton AB,T6C4C8,2,
Cole Campbell Construction,778-987-2653,,,,2,
Colin W. Craig Architecture,604-985-6626,2455 Dollarton Highway,New Westminster BC,V7H0A2,1,
Colin Fraser,,1580 Taylor Way,West Vancouver BC,V7S1N4,2,
Collabor 8 Architecture & Design Inc.,604-687-3390,355 Burrard Street,Vancouver BC,V6C2G8,1,
Colliers International,250-763-2300,565 Bernard Ave,Kelowna BC,V1Y8R4,2,
Colter Developments,604-277-2231,11711 No. 5 Road,Richmond BC,V7A4E8,2,
Columbia Restorations Ltd.,604-574-1580,5219 192nd Street,Surrey BC,V3S4P6,3,"Address on 192nd Effective Aug 16, 2010"
Columbus Construction & Restoration,604-241-3991,1999 Savage Road,Richmond BC,V6V0A5,2,
Columbia Waterproofing (2000) Ltd.,604-325-5158,3600 248th Street,Aldergrove BC,V4W3Z5,3,
Colyvan Pacific,604-683-8399,5704 Balsam,Vancouver BC,V6M4B9,2,
Comfort Developments Ltd.,,9271 Shaughnessey Street,Vancouver BC,V6P6R4,2,"address on shaughnessey effective Aug 13, 2010"
Community Living Society,,,,,2,
Commercial 8 Investments Inc.,604-657-6163,6240 Maple Rd,Richmond BC,V7E1G5,2,address change Nov 08
Companion Construction Ltd.,604-271-1609,9131 Dolphin Road,Richmond BC,V6Y1C6,2,
Compass Point Real Estate Services Inc.,604-214-8645,13351 Commerce Parkway,Richmond BC,V6V2X7,2,
Competition Glass,,1850 Speingfield Rd,Kelowna BC,,2,
Concept Developments,,,,,2,
Concordia Homes,604-466-7045, Box 21027,Maple Ridge BC,V2X1P7,0,
Concost Management Inc. (2340),,5489 Byrne Road,Burnaby BC,V5J3J1,0,
Condon Marler Architects,,,Vancouver BC,,1,
Dan Condon Architecte,250-631-7113,2860 Valleyview Drive,Kamloops BC,V2C0B3,2,
ConEcon Consultants Inc.,604-522-8970,800 McBride Blvd.,New Westminster BC,V3L2B8,2,
Cone Tec Building,,3751 Jacombs Road,Richmond BC,V6V 2R4,2,c/o Snaford Design Group
Country Fresh Enterprises,,1525 Cliveden Avenue,Delta BC,V3M 6L2,2,c/o Prism Construction
Connaught Place Enterprises,604-504-1825,4610 Bates Road,Abbotsford BC,V4X1Z9,2,
Consolidated Investments Ltd.,604-924-5121,1500 Marine Drive,New Westminster BC,V7P1T7,2,Qoted for
Contura Building Corporation,604-538-9618,2021 134th Street,White Rock BC,V4A9N8,2,
Contura Building Corporation,604-538-9618,2021 134th Street,White Rock BC,V4A9N8,2,
Converge Construction,604-814-3401,31413 Gill Avenue,Mission BC,V4S0C4,2,
Converge Constructiion,604-814-3401,31413 Gill Avenue,Mission BC,V4S0C4,2,
Conwest (Viscount) Limited Partnership,604-648-0276,1930 Pandora Street,Vancouver BC,V5L0C7,2,
Conwest Construction,604-293-3477,1930 Pandora Street,Vancouver BC,V5L0C7,2,
Conwest (Gloucester) LP,604-293-3477,1930 Pandora Street,Vancouver BC,V5L0C7,2,
Conwest,604-293-3477,1930 Pandora Street,Vancouver BC,V5L0C7,2,
Cook 88 Developments Ltd,,,,,0,
Cool King Refrigeration,604-874-5464,680 Evans,Vancouver BC,V6A2K9,0,Address change Jun 07
Coombs Development Corp,,,,,2,
Co-operators Development Corporation Ltd.,604-738-1001,1001 West Broadway,Vancouver BC,V6H4B1,0,
Cooper Developments Ltd,,,,,0,
Copa Development,,,,,2,
Copperfield Developments,604-266-3233,3542 West 28th Avenue,Vancouver BC,V6S1S2,2,
Copper Creek Homes,604-866-6615,,,,2,
Copperwood Projects Ltd c/o Sencorp Capital,,1450 Creekside Dr,Vancouver BC,V6J5B3,0,
Copper Point Resort,403-537-1177,620 8th Avenue SW,Calgary AB,T2P1G4,2,
Copperwood Project Ltd. c/o Keycorp Consulting,,891 Attree Avenue,Victoria BC,V9B0A6,0,
Copperwood Properties Ltd,604-609-7109,1090 West Georgia Street,Vancouver BC,V6E3V7,0,
Corporation of Delta,,4500 Clarence Taylor Cres.,Delta BC,V4K3E2,3,
Cordovado Development Inc.,604-861-5652,255 Newport Drive,Port Moody BC,V3H5H1,2,
Core Project Management,604-375-9490,375 Lynn Avenue,North Vancouver (City) BC,V7J2C4,2,
Cornerstone Geo-Structural Engineering Ltd.,604-459-4443,20496 123rd Avenue,Maple Ridge BC,V2X4A7,2,
Cormode & Dickson Construction,604-293-1161,4595 Canada Way,Burnaby BC,V5G1J9,2,
Cornerstone Works Ltd. c/o Keystone Architecture & Planning Ltd.,,,,,2,
Cornerstone Architecture,604-253-8800,611 Alexander Street,Vancouver BC,V6A1E1,1,
Cornerstone Architecture,604-253-8800,611 Alexander Street,Vancouver BC,V6A1E1,1,
Cornerstone Architecture,604-253-8800,611 Alexander Street,Vancouver BC,V6A 1E1,1,
Coronation Properties Ltd.,,1190 Melville,Vancouver BC,V6E3W1,2,Address on Melville effective August 14 2009
Coromandel Properties Ltd.,604-620-1666,1188 Georgia Street,Vancouver BC,V6E4A2,2,
Corwest Builders,250-859-3773,554 Leon Avenue,Kelowna BC,V1Y6J6,2,
Cosmo Cambie Holdings Ltd.,,3353 Cambie Road,Richmond BC,,2,
Costex Management Inc.,604-522-4332,1519 8th Avenue,New Westminster BC,V3M2S5,2,
ZGF Cotter Architects Inc.,604-558-8380,355 Burrard Street,Vancouver BC,V6C2G8,1,Address change Feb. 20/17
Cougar Canyon Housing Co-operative,,6838 Nicholson Road,Delta BC,V4E3G5,2,
Cove Development Partnership Ltd.,250-717-5263,2656 Cliffshore Dr,Winfield BC,V4V2N1,2,new address Dec 19/06
Cover Architectural Collaborative Inc.,250-354-4445,320 Vernon Street,Nelson BC,V1L4E4,1,
City of Vanouver - Capital Maintenance Division,604-873-7083,,Vancouver BC,,1,
Cox Insurance Associates,,1155 west 8th Avenue,Vancouver BC,V6H1C5,2,
CPA Development Consultants,,,,,2,
CPC Church,,7480 Wilson Avenue,Delta BC,V4G1H3,2,
Craig Abbott,604-905-8790,,,,2,
Cragg Built Construction,604-313-7397,1355 Sinclair Street,West Vancouver BC,V7V3W3,2,
Craig Mitchell Architecture + Design Inc.,778-772-8332,327 Keary Street,New Westminster BC,V3L3L2,1,
Craig Chevalier Designs,,1317 Civic Place Mews,North Vancouver (City) BC,V7M0B2,2,
Craig Fanning,,,,,2,
Craig and Signy Marcyniuk,604-905-4478,,,,2,
Station One Architects,604-793-9445,9355 Young Road,Chilliwack BC,V2P4S3,1,
Crawford & Company (Canada) Inc.,778-574-0278,5780 176A Street,Surrey BC,V3S4H3,2,
CRC Developments Ltd. Vancouver,604-681-8700,1030 West Georgia Street,Vancouver BC,V6E2Y3,2,
Creada Holdings Inc.,,,,,2,
Creative Designs,780-875-1728,,,S9V1E9,1,
Creators Creation Ltd,604-617-7763,,,,2,
Creekland Development Ltd.,,,,,2,
Creekside Architects Inc.,604-733-3125,1444 Alberni Street,Vancouver BC,V6G2Z4,1,
Creekside Landing Ltd.,,1788 W Broadway,Vancouver BC,,2,Send Invoices to Kevin
CREO West LP,778-997-6227,658 E. 3rd St,North Vancouver (City) BC,V7L1G7,2,
Crescent Creek Homes,778-896-7191,13049 76th Avenue,Surrey BC,V3W2V7,2,
Crescent Glass,604-317-1225,13465 14th Avenue,Surrey BC,V4A9L1,3,
Crescent Creek Homes,604-727-3100,13049 76 Avenue,Surrey BC,V3W2V7,2,
Kingswood Crescent Developments Ltd.,604-687-1520,701 W Georgia Street,Vancouver BC,V7Y1A1,2,
Crescent Creek Homes Inc.,604-596-9040,13049 76 Avenue,Surrey BC,V3W2Y7,2,
Cressey Developments Group,604-318-4679,555 West 8th Avenue,Vancouver BC,V5Z1C6,2,
Creus Engineering Ltd.,604-987-9070,,,,2,
CREWH (Redwood Park) Homes Ltd.,604-679-1612,20414 67a Avenue,Langley BC,V2Y2X5,2,
Croatian Cultural Centre,604-879-0154,3250 Commercial Drive,Vancouver BC,,2,
Graham F. Crockart Architect,604-688-4220,416 West Pender Street,Vancouver BC,V6B 1T5,1,
Crofton House School,,3260 West 41st Avenue,Vancouver BC,,2,
Crosby Property Management,604-683-8900,777 Hornby Street,Vancouver BC,V6Z1S4,2,
Cross Developments,604-291-2323,535 Thurlow Street,Vancouver BC,V6E3L2,2,
Crossroads Enterprises Ltd.,604-514-4845,5965 205A Street,Langford BC,V3A4E4,0,
Crown Street Property Development,,,Kamloops BC,,2,
Croydon Holdings Ltd.,604-688-8387,1111 West Georgia Street,Vancouver BC,V6E4S4,2,
"CRS, COHO Repair Services",604-879-5770,5550 Fraser Street,Vancouver BC,V5W2Z4,2,
